product_data_storage,product_travel_expense,product_payroll,product_accounting,csat_score,articles_viewed,smartphone_notifications_viewed,marketing_emails_clicked,social_media_ads_viewed,minutes_customer_support,company_size,us_region,months_active,churned
1024,Free-Trial,Free-Trial,Free-Trial,10,1,1,24,0,0.0,50-100,Pacific,4.0,0.0
2048,Free-Trial,Active,Active,9,4,0,16,1,0.0,1-10,New England,8.0,0.0
500,Free-Trial,Free-Trial,Active,8,1,1,19,0,9.9,50-100,New England,2.0,1.0
2048,Free-Trial,Free-Trial,No,10,2,1,14,1,0.0,100-250,West South Central,3.0,0.0
500,Free-Trial,Free-Trial,Active,7,1,0,15,1,0.0,10-50,West South Central,2.0,1.0
500,Free-Trial,Active,Free-Trial,9,3,2,19,0,0.0,1-10,Middle Atlantic,3.0,1.0
2048,Free-Trial,Active,Active,9,7,1,21,0,17.5,self-employed,Mountain,3.0,1.0
1024,Free-Trial,Active,Active,9,2,1,11,0,18.4,1-10,East North Central,1.0,1.0
2048,Free-Trial,Free-Trial,Free-Trial,10,2,1,20,0,0.0,100-250,Mountain,4.0,0.0
200,Active,Active,Active,8,4,2,16,1,0.0,50-100,West North Central,4.0,1.0
5120,Free-Trial,Active,No,9,0,0,14,0,0.0,10-50,West South Central,3.0,0.0
200,Free-Trial,Free-Trial,Active,9,5,0,20,0,0.0,100-250,East North Central,6.0,1.0
5120,Free-Trial,Free-Trial,No,9,4,0,12,0,0.0,50-100,West South Central,3.0,1.0
2048,Free-Trial,Active,No,9,5,1,14,1,9.1,50-100,South Atlantic,1.0,1.0
1024,Free-Trial,Active,Active,9,6,0,17,1,0.0,50-100,Mountain,4.0,0.0
500,Free-Trial,Free-Trial,Free-Trial,10,2,1,17,1,10.3,50-100,West North Central,3.0,1.0
200,Free-Trial,Active,Active,10,7,0,9,0,0.0,1-10,Mountain,4.0,0.0
500,Free-Trial,Active,No,8,3,1,14,0,0.0,50-100,East South Central,3.0,1.0
500,Free-Trial,Active,Active,8,6,1,14,0,0.0,10-50,New England,0.0,0.0
2048,Free-Trial,Free-Trial,No,8,4,1,18,0,0.0,1-10,West North Central,3.0,1.0
2048,Free-Trial,No,Active,7,5,0,14,0,0.0,10-50,East North Central,2.0,1.0
500,Free-Trial,Active,Free-Trial,10,3,0,22,0,0.0,10-50,South Atlantic,4.0,0.0
200,Free-Trial,Active,Free-Trial,8,7,2,19,0,0.0,50-100,Mountain,1.0,1.0
500,Free-Trial,No,Free-Trial,9,5,1,21,0,0.0,10-50,South Atlantic,3.0,1.0
2048,Free-Trial,Active,Active,9,2,1,20,0,0.0,100-250,Pacific,2.0,0.0
2048,Active,No,Active,9,3,0,26,1,0.0,50-100,East South Central,3.0,0.0
5120,Free-Trial,Active,No,9,3,0,12,0,3.3,50-100,South Atlantic,3.0,0.0
1024,Free-Trial,Active,Free-Trial,10,3,1,18,0,0.0,1-10,South Atlantic,7.0,0.0
1024,Free-Trial,Free-Trial,No,8,2,2,11,1,0.0,10-50,East South Central,1.0,1.0
500,Free-Trial,No,Active,6,4,2,16,0,0.7,1-10,West South Central,4.0,1.0
1024,Free-Trial,Active,Free-Trial,9,4,0,16,1,0.0,10-50,Middle Atlantic,7.0,0.0
1024,Free-Trial,Active,Free-Trial,10,3,1,11,0,0.0,10-50,West South Central,1.0,0.0
2048,Free-Trial,No,Free-Trial,9,1,1,11,0,0.0,50-100,West South Central,2.0,1.0
500,Free-Trial,Active,Free-Trial,9,6,0,19,0,0.0,10-50,Pacific,5.0,0.0
2048,Free-Trial,No,Active,9,6,1,14,0,4.2,10-50,West North Central,2.0,1.0
500,Free-Trial,Active,No,8,4,0,18,0,0.0,10-50,East North Central,2.0,1.0
500,Free-Trial,Active,Active,8,5,0,15,1,0.0,1-10,Mountain,6.0,1.0
500,Free-Trial,Active,Free-Trial,10,3,0,17,0,0.0,100-250,South Atlantic,11.0,0.0
5120,Free-Trial,Free-Trial,No,9,5,0,16,0,0.0,10-50,Pacific,4.0,1.0
200,Active,Active,Active,9,3,0,19,0,0.0,10-50,Pacific,12.0,0.0
500,Free-Trial,Active,Free-Trial,10,2,0,18,2,0.0,50-100,East North Central,9.0,0.0
500,Active,Active,Free-Trial,8,3,0,20,0,0.0,10-50,South Atlantic,4.0,0.0
1024,Free-Trial,Free-Trial,Active,10,4,1,16,0,0.0,10-50,Pacific,5.0,0.0
2048,Free-Trial,Free-Trial,No,8,0,1,21,0,11.1,100-250,Pacific,3.0,1.0
2048,Free-Trial,No,Free-Trial,5,2,1,16,0,0.0,1-10,Mountain,3.0,1.0
1024,Free-Trial,No,Active,7,2,0,15,1,6.1,10-50,New England,4.0,1.0
500,Free-Trial,Active,Active,10,7,0,21,1,3.2,50-100,Pacific,3.0,0.0
1024,Active,Free-Trial,Active,9,2,0,14,0,0.0,self-employed,South Atlantic,1.0,0.0
2048,Free-Trial,Free-Trial,Active,10,2,1,21,0,0.0,self-employed,East South Central,3.0,0.0
1024,Free-Trial,Free-Trial,Active,10,10,2,19,1,0.0,100-250,South Atlantic,3.0,0.0
1024,Free-Trial,Free-Trial,Free-Trial,8,3,0,14,0,0.0,50-100,East South Central,2.0,1.0
1024,Free-Trial,Free-Trial,Active,9,1,0,15,1,0.0,50-100,Pacific,6.0,1.0
1024,Free-Trial,Free-Trial,Active,8,3,0,19,0,0.0,50-100,Pacific,2.0,0.0
1024,Free-Trial,Free-Trial,Active,8,10,0,14,0,0.0,100-250,East North Central,2.0,1.0
1024,Free-Trial,Free-Trial,Active,10,8,0,18,0,0.0,100-250,East South Central,5.0,0.0
5120,Free-Trial,Active,Active,10,3,1,17,0,0.0,50-100,Middle Atlantic,9.0,0.0
2048,Active,Active,Active,8,3,0,17,0,0.0,1-10,Pacific,3.0,0.0
2048,Active,Active,Active,8,4,0,15,0,0.0,50-100,East South Central,5.0,0.0
200,Free-Trial,No,No,9,4,0,17,1,0.0,10-50,West South Central,3.0,1.0
2048,Free-Trial,Active,No,10,3,0,13,0,0.0,10-50,New England,0.0,0.0
200,Free-Trial,Free-Trial,Active,7,3,1,15,1,0.0,50-100,South Atlantic,2.0,1.0
500,Free-Trial,Free-Trial,No,8,5,0,16,0,0.0,10-50,South Atlantic,2.0,1.0
2048,Free-Trial,No,Active,9,4,2,15,1,0.0,50-100,Pacific,4.0,1.0
1024,Free-Trial,Active,Active,9,7,0,14,0,11.6,100-250,South Atlantic,0.0,0.0
2048,Free-Trial,No,No,9,4,0,14,0,0.0,100-250,East North Central,1.0,0.0
2048,Active,Free-Trial,Free-Trial,10,6,0,18,0,0.0,10-50,New England,7.0,0.0
2048,Free-Trial,Free-Trial,No,10,5,1,16,0,0.0,10-50,Mountain,3.0,1.0
500,Active,No,Free-Trial,10,1,0,19,0,0.0,self-employed,South Atlantic,3.0,1.0
500,Free-Trial,Active,No,8,2,0,19,0,0.0,10-50,Pacific,2.0,1.0
500,Active,Active,Free-Trial,10,3,1,10,1,0.0,1-10,Mountain,1.0,0.0
2048,Active,Free-Trial,Active,8,3,1,17,0,0.0,100-250,East North Central,1.0,1.0
100,Free-Trial,Active,Active,9,5,0,13,1,0.0,10-50,East North Central,4.0,0.0
1024,Active,Free-Trial,No,9,5,2,15,0,0.0,10-50,New England,4.0,1.0
1024,Free-Trial,Active,Active,10,7,1,14,0,0.0,50-100,East North Central,5.0,0.0
1024,Free-Trial,No,Active,10,5,2,11,1,0.0,50-100,New England,3.0,0.0
1024,Free-Trial,Active,Active,9,3,1,19,0,0.0,10-50,West North Central,8.0,0.0
5120,Active,Active,No,9,7,0,20,0,0.0,10-50,New England,8.0,0.0
5120,Free-Trial,Active,Active,9,3,0,16,1,0.0,10-50,Middle Atlantic,4.0,0.0
500,Free-Trial,Free-Trial,Active,9,1,0,15,0,0.0,50-100,Middle Atlantic,2.0,1.0
1024,Free-Trial,Active,Active,10,6,1,16,2,0.0,10-50,Pacific,8.0,0.0
1024,Free-Trial,Active,Active,10,5,1,13,1,0.0,50-100,New England,4.0,0.0
1024,Free-Trial,Free-Trial,Free-Trial,10,2,0,13,0,1.8,10-50,Middle Atlantic,7.0,0.0
500,Free-Trial,Free-Trial,Free-Trial,7,0,0,13,0,0.0,100-250,East South Central,3.0,0.0
2048,Free-Trial,Free-Trial,No,10,2,0,18,0,0.0,1-10,West North Central,5.0,0.0
1024,Free-Trial,Free-Trial,No,9,4,0,23,0,0.0,10-50,Middle Atlantic,2.0,1.0
2048,Free-Trial,Active,No,8,8,2,17,1,0.0,10-50,Mountain,4.0,1.0
1024,Free-Trial,Free-Trial,Active,9,3,2,14,1,14.4,self-employed,West South Central,2.0,0.0
1024,Active,Free-Trial,No,9,5,0,19,0,0.0,1-10,West North Central,4.0,0.0
1024,Active,Free-Trial,Active,10,6,0,16,1,0.0,50-100,Pacific,4.0,0.0
2048,Free-Trial,Active,No,10,3,0,18,0,0.0,10-50,South Atlantic,4.0,0.0
200,Active,Free-Trial,Active,8,3,0,16,0,24.8,10-50,Mountain,2.0,1.0
1024,Active,Free-Trial,Active,9,5,0,22,0,4.1,10-50,East South Central,5.0,0.0
500,Free-Trial,Active,Free-Trial,10,7,1,16,0,0.0,1-10,New England,9.0,0.0
500,Free-Trial,Active,Active,9,5,1,12,1,0.0,50-100,West South Central,5.0,0.0
1024,Free-Trial,Active,Free-Trial,9,8,0,16,1,0.0,1-10,Middle Atlantic,0.0,0.0
500,Free-Trial,Free-Trial,Active,8,5,0,15,1,6.8,50-100,East North Central,2.0,0.0
5120,Free-Trial,No,No,8,2,0,14,2,0.0,10-50,Pacific,2.0,1.0
1024,Active,Free-Trial,Active,10,3,1,18,0,0.0,10-50,West North Central,1.0,0.0
5120,Free-Trial,Free-Trial,Free-Trial,9,4,0,17,0,2.0,100-250,New England,1.0,0.0
1024,Active,Active,Free-Trial,9,4,0,17,0,0.0,50-100,West North Central,4.0,0.0
1024,Free-Trial,Free-Trial,Active,10,4,1,14,0,0.0,10-50,West South Central,3.0,0.0
1024,Free-Trial,Active,Active,9,2,0,14,0,3.9,10-50,West South Central,9.0,1.0
1024,Free-Trial,Active,Free-Trial,7,1,1,17,0,17.2,50-100,East North Central,3.0,1.0
500,Free-Trial,Free-Trial,Active,9,5,0,14,1,0.0,1-10,South Atlantic,5.0,0.0
1024,Free-Trial,Active,No,10,5,0,21,0,0.0,10-50,Middle Atlantic,3.0,0.0
5120,Free-Trial,Active,Active,9,5,1,18,1,0.0,100-250,East North Central,5.0,0.0
2048,Free-Trial,No,No,8,1,0,11,0,0.0,1-10,East North Central,3.0,1.0
2048,Free-Trial,Active,No,9,6,0,18,0,0.0,1-10,West North Central,7.0,0.0
1024,Free-Trial,Free-Trial,Free-Trial,8,2,0,13,0,0.0,50-100,Pacific,2.0,1.0
500,Free-Trial,Free-Trial,Free-Trial,8,2,1,16,0,0.0,100-250,Pacific,3.0,1.0
500,Free-Trial,Active,Active,10,2,0,17,0,0.0,50-100,East South Central,4.0,0.0
1024,Free-Trial,Free-Trial,Active,10,6,1,17,0,0.0,10-50,East South Central,7.0,0.0
200,Free-Trial,Free-Trial,Active,9,5,1,20,0,22.4,self-employed,South Atlantic,1.0,1.0
2048,Free-Trial,Free-Trial,Active,9,1,0,14,1,0.0,50-100,South Atlantic,3.0,0.0
2048,Free-Trial,Free-Trial,Active,8,5,0,15,0,0.0,50-100,West North Central,2.0,1.0
1024,Free-Trial,Free-Trial,Active,9,3,1,21,0,0.0,10-50,West South Central,3.0,1.0
1024,Free-Trial,Active,Active,10,3,1,19,0,5.9,10-50,South Atlantic,5.0,0.0
500,Free-Trial,Free-Trial,Active,9,1,0,15,1,0.0,10-50,East South Central,1.0,0.0
2048,Free-Trial,No,No,10,4,0,16,0,0.0,50-100,West North Central,2.0,1.0
5120,Free-Trial,No,Free-Trial,9,4,0,10,0,0.0,1-10,West North Central,3.0,1.0
2048,Free-Trial,Free-Trial,No,8,6,1,15,0,0.9,10-50,East South Central,2.0,1.0
500,Free-Trial,No,Active,10,7,1,19,1,0.0,1-10,Mountain,1.0,1.0
500,Free-Trial,Free-Trial,No,9,6,0,15,0,0.0,10-50,Middle Atlantic,3.0,0.0
500,Free-Trial,Active,Free-Trial,8,1,0,15,0,0.0,10-50,West North Central,1.0,1.0
2048,Free-Trial,No,No,10,4,0,15,1,0.0,10-50,New England,1.0,1.0
2048,Free-Trial,Free-Trial,Active,10,3,0,13,1,0.0,1-10,New England,8.0,0.0
1024,Free-Trial,Free-Trial,Free-Trial,8,2,0,15,2,0.0,100-250,South Atlantic,2.0,1.0
500,Active,Active,Active,10,3,1,14,1,7.5,50-100,East South Central,4.0,0.0
500,Free-Trial,Free-Trial,No,10,4,0,12,1,0.0,10-50,South Atlantic,5.0,1.0
2048,Free-Trial,Free-Trial,Active,10,2,0,16,0,0.0,10-50,Pacific,4.0,0.0
1024,Free-Trial,Active,Free-Trial,9,5,0,23,0,0.0,50-100,West South Central,9.0,0.0
2048,Free-Trial,Active,Active,6,1,1,21,0,0.0,50-100,South Atlantic,2.0,0.0
1024,Active,Active,Free-Trial,8,6,2,16,1,0.0,10-50,New England,4.0,1.0
1024,Free-Trial,Active,No,9,4,1,18,0,0.0,1-10,Mountain,3.0,1.0
2048,Free-Trial,Active,Active,9,2,1,17,1,0.0,10-50,Pacific,0.0,0.0
1024,Free-Trial,Active,Active,8,2,0,9,0,0.0,100-250,Middle Atlantic,2.0,1.0
1024,Active,Free-Trial,Active,8,1,0,21,0,2.6,10-50,Mountain,4.0,1.0
1024,Active,Free-Trial,No,9,2,1,20,1,0.0,1-10,New England,3.0,1.0
1024,Free-Trial,Active,No,8,4,1,21,0,0.0,50-100,West South Central,3.0,1.0
2048,Free-Trial,Free-Trial,Free-Trial,9,2,0,15,0,0.0,50-100,Mountain,3.0,0.0
500,Free-Trial,Active,Active,9,3,1,15,0,0.0,1-10,West South Central,7.0,0.0
2048,Active,Free-Trial,Active,10,6,0,18,1,5.4,10-50,East North Central,8.0,0.0
500,Free-Trial,Free-Trial,Active,10,4,0,13,0,0.0,100-250,Middle Atlantic,12.0,1.0
500,Free-Trial,Free-Trial,Free-Trial,10,5,1,14,1,0.0,10-50,East North Central,3.0,0.0
2048,Free-Trial,Active,Active,10,2,1,16,0,0.0,10-50,Mountain,7.0,0.0
500,Free-Trial,Free-Trial,Free-Trial,7,8,1,11,1,0.0,100-250,New England,2.0,1.0
5120,Free-Trial,Active,Free-Trial,9,3,0,17,0,0.0,100-250,West South Central,9.0,0.0
2048,Free-Trial,Active,No,8,7,0,14,0,0.0,50-100,Mountain,1.0,0.0
1024,Active,Free-Trial,Active,10,3,2,18,1,0.0,10-50,New England,7.0,0.0
1024,Free-Trial,Active,Active,7,2,1,13,0,6.1,10-50,West South Central,3.0,1.0
2048,Free-Trial,Free-Trial,Active,8,4,0,17,1,0.0,50-100,New England,2.0,1.0
2048,Free-Trial,Free-Trial,No,9,4,0,15,0,0.0,100-250,Mountain,3.0,1.0
1024,Free-Trial,No,Active,8,2,0,20,0,0.0,50-100,West North Central,3.0,1.0
200,Free-Trial,Active,No,9,1,0,16,1,0.0,10-50,Mountain,2.0,1.0
2048,Free-Trial,No,No,9,3,2,16,0,54.0,10-50,Middle Atlantic,3.0,1.0
5120,Free-Trial,Active,Free-Trial,9,8,0,17,1,0.0,50-100,Pacific,7.0,0.0
2048,Free-Trial,Active,Active,10,6,0,15,0,0.0,50-100,West North Central,7.0,0.0
1024,Free-Trial,Active,No,9,3,0,20,1,0.0,50-100,Mountain,3.0,0.0
500,Free-Trial,Active,Free-Trial,10,4,1,17,1,0.0,10-50,West South Central,2.0,0.0
1024,Active,Active,No,10,7,1,14,0,0.0,100-250,Middle Atlantic,5.0,0.0
2048,Free-Trial,Active,Active,10,8,1,17,1,0.0,100-250,New England,5.0,0.0
2048,Free-Trial,Free-Trial,Free-Trial,10,2,0,19,0,0.0,10-50,New England,12.0,0.0
200,Free-Trial,Free-Trial,Active,9,7,1,12,0,0.0,50-100,West South Central,2.0,1.0
200,Free-Trial,Free-Trial,No,10,5,0,14,1,0.0,50-100,West North Central,1.0,0.0
5120,Free-Trial,No,Free-Trial,10,2,2,18,0,0.0,1-10,Mountain,2.0,1.0
1024,Free-Trial,Active,Active,8,3,0,17,0,19.3,50-100,West North Central,3.0,1.0
200,Free-Trial,Free-Trial,Active,9,6,0,15,0,0.0,50-100,Middle Atlantic,2.0,0.0
500,Free-Trial,Active,Active,10,1,1,16,0,11.5,100-250,East North Central,4.0,0.0
5120,Free-Trial,Free-Trial,No,10,8,0,20,1,0.0,1-10,West South Central,8.0,0.0
1024,Free-Trial,Free-Trial,Active,10,3,1,17,0,0.2,100-250,Pacific,3.0,0.0
1024,Free-Trial,Active,Free-Trial,10,5,0,15,1,0.0,1-10,South Atlantic,2.0,0.0
500,Free-Trial,Active,Active,9,7,0,11,0,14.8,10-50,East North Central,3.0,0.0
1024,Free-Trial,No,Active,9,5,0,14,0,9.1,10-50,West North Central,1.0,1.0
500,Free-Trial,Free-Trial,No,8,4,0,18,2,0.0,1-10,East North Central,3.0,0.0
500,Free-Trial,Free-Trial,Active,9,5,1,15,0,0.0,100-250,West North Central,1.0,1.0
1024,Free-Trial,Free-Trial,Active,9,4,0,19,1,0.0,10-50,Middle Atlantic,9.0,0.0
1024,Free-Trial,Active,Active,10,3,0,15,0,0.0,10-50,South Atlantic,4.0,0.0
2048,Free-Trial,Free-Trial,No,8,2,0,16,0,0.4,10-50,Middle Atlantic,3.0,1.0
500,Free-Trial,No,Active,9,7,0,12,0,0.0,50-100,Mountain,2.0,1.0
1024,Active,Active,Active,9,6,2,21,1,0.0,50-100,East South Central,9.0,0.0
2048,Active,Active,No,10,5,0,19,0,3.6,1-10,West North Central,5.0,0.0
1024,Free-Trial,Active,Active,9,7,0,13,0,0.0,10-50,Middle Atlantic,4.0,0.0
200,Free-Trial,Active,No,10,9,0,19,0,0.0,50-100,South Atlantic,7.0,0.0
500,Free-Trial,Active,No,10,3,0,17,0,0.0,1-10,Middle Atlantic,7.0,0.0
500,Active,Free-Trial,Free-Trial,8,5,1,13,1,0.0,100-250,Pacific,1.0,1.0
2048,Free-Trial,Active,Free-Trial,10,3,0,14,1,0.0,10-50,West North Central,5.0,0.0
1024,Free-Trial,No,Free-Trial,9,8,0,15,1,0.0,1-10,South Atlantic,2.0,1.0
500,Free-Trial,Free-Trial,Active,9,7,2,15,0,0.0,50-100,East North Central,1.0,1.0
500,Free-Trial,Active,Active,9,4,1,22,0,1.9,100-250,Middle Atlantic,8.0,0.0
500,Free-Trial,Active,Active,7,5,0,12,0,0.0,10-50,New England,3.0,1.0
1024,Active,No,No,9,6,0,15,1,0.0,100-250,New England,1.0,1.0
2048,Free-Trial,Free-Trial,Active,9,4,0,20,0,19.0,50-100,East North Central,2.0,0.0
2048,Free-Trial,Free-Trial,Free-Trial,8,3,0,17,1,0.0,1-10,West North Central,2.0,1.0
1024,Free-Trial,Active,No,8,3,0,15,0,0.0,10-50,Pacific,1.0,1.0
200,Free-Trial,Active,Active,9,5,2,14,0,0.0,10-50,Mountain,3.0,1.0
2048,Free-Trial,Free-Trial,Active,8,6,0,17,1,0.7,50-100,East North Central,2.0,1.0
2048,Free-Trial,Free-Trial,No,7,6,1,17,0,0.0,50-100,East North Central,4.0,1.0
1024,Active,Active,Active,7,6,0,16,0,0.7,10-50,East South Central,4.0,1.0
2048,Free-Trial,Free-Trial,Active,10,7,0,12,1,0.0,self-employed,New England,11.0,0.0
1024,Free-Trial,Free-Trial,Active,9,5,0,19,0,0.0,1-10,Mountain,8.0,1.0
500,Free-Trial,Free-Trial,Active,10,5,0,20,1,0.0,1-10,West North Central,7.0,0.0
1024,Free-Trial,No,Active,10,7,1,13,2,0.0,self-employed,East South Central,3.0,1.0
2048,Active,Active,Active,10,2,0,15,0,0.0,1-10,Middle Atlantic,11.0,0.0
2048,Active,No,Free-Trial,8,4,1,11,1,0.0,50-100,Middle Atlantic,3.0,0.0
500,Free-Trial,Free-Trial,Active,6,2,0,16,0,0.0,50-100,South Atlantic,3.0,1.0
500,Free-Trial,Free-Trial,Active,10,6,0,20,0,12.0,50-100,Pacific,8.0,0.0
1024,Free-Trial,No,Active,8,8,0,10,1,0.0,1-10,West North Central,2.0,1.0
5120,Free-Trial,Free-Trial,Active,10,7,0,16,0,0.0,100-250,New England,5.0,0.0
5120,Free-Trial,Free-Trial,Active,8,4,1,12,1,0.0,10-50,South Atlantic,2.0,0.0
2048,Active,No,No,10,3,0,19,0,0.0,10-50,Mountain,2.0,1.0
1024,Free-Trial,Free-Trial,Active,7,2,0,14,1,0.0,10-50,East South Central,1.0,1.0
1024,Free-Trial,Free-Trial,No,10,3,0,13,1,0.0,50-100,Pacific,3.0,0.0
2048,Free-Trial,No,Free-Trial,9,7,0,17,0,0.0,50-100,East South Central,1.0,1.0
500,Free-Trial,Active,No,9,6,1,11,0,30.2,50-100,East South Central,2.0,1.0
2048,Free-Trial,Active,Free-Trial,9,2,1,15,0,0.0,100-250,Middle Atlantic,7.0,0.0
2048,Active,Active,Active,10,7,0,18,0,0.0,10-50,East South Central,7.0,0.0
1024,Free-Trial,Active,Free-Trial,7,4,0,21,0,0.0,1-10,Mountain,1.0,1.0
500,Free-Trial,Active,No,10,4,0,14,1,23.5,10-50,West North Central,1.0,1.0
5120,Free-Trial,Active,Free-Trial,9,5,2,17,1,5.1,50-100,West North Central,3.0,0.0
5120,Free-Trial,Free-Trial,Active,10,2,0,11,0,0.0,50-100,Middle Atlantic,7.0,0.0
2048,Free-Trial,Active,No,9,5,0,18,0,0.0,10-50,Pacific,1.0,0.0
200,Active,Active,No,8,4,0,18,0,8.0,50-100,East North Central,3.0,1.0
5120,Free-Trial,Free-Trial,Free-Trial,9,2,0,20,1,0.0,10-50,East North Central,4.0,0.0
5120,Free-Trial,Active,No,8,5,1,15,0,0.0,1-10,Pacific,3.0,0.0
1024,Active,Free-Trial,No,10,3,0,13,0,35.2,50-100,South Atlantic,2.0,1.0
500,Free-Trial,Active,Active,10,7,0,15,0,0.0,50-100,Mountain,3.0,0.0
5120,Active,Free-Trial,Active,10,4,0,18,0,0.0,100-250,West North Central,4.0,0.0
2048,Free-Trial,Active,No,8,4,0,20,0,0.0,10-50,Mountain,3.0,1.0
5120,Free-Trial,Free-Trial,Active,8,2,0,17,1,0.0,10-50,Mountain,5.0,1.0
1024,Free-Trial,Active,Free-Trial,8,3,0,14,0,0.0,100-250,East South Central,2.0,1.0
1024,Free-Trial,Free-Trial,No,10,3,0,20,1,0.0,10-50,East South Central,2.0,0.0
500,Free-Trial,No,Active,9,6,1,16,0,0.0,1-10,New England,3.0,1.0
5120,Free-Trial,Free-Trial,Active,8,2,0,14,0,0.0,1-10,Mountain,1.0,1.0
2048,Free-Trial,Active,Active,8,3,1,12,0,0.0,1-10,West South Central,2.0,1.0
2048,Free-Trial,No,Active,9,5,1,18,0,0.0,10-50,Mountain,3.0,1.0
1024,Active,No,Active,9,5,0,16,0,0.7,50-100,East South Central,3.0,1.0
2048,Free-Trial,Free-Trial,No,8,5,2,19,0,0.0,50-100,West South Central,3.0,1.0
200,Free-Trial,Active,Active,9,1,1,17,1,0.0,50-100,West South Central,7.0,0.0
1024,Free-Trial,Free-Trial,Active,10,3,0,17,0,0.0,1-10,New England,3.0,0.0
500,Free-Trial,Free-Trial,Free-Trial,9,3,0,10,0,0.0,1-10,East North Central,2.0,1.0
500,Free-Trial,Free-Trial,No,9,1,0,13,1,0.0,100-250,Mountain,2.0,1.0
1024,Free-Trial,Active,Free-Trial,9,2,2,23,0,24.1,10-50,New England,3.0,1.0
1024,Free-Trial,Free-Trial,No,9,2,1,17,1,0.0,10-50,East North Central,2.0,1.0
1024,Active,Active,No,7,5,0,15,0,0.0,10-50,West North Central,2.0,1.0
2048,Active,Active,Free-Trial,10,2,1,15,0,0.0,10-50,Mountain,8.0,0.0
2048,Free-Trial,No,No,9,4,0,13,1,7.7,50-100,Middle Atlantic,1.0,1.0
500,Free-Trial,Free-Trial,Active,9,4,0,11,0,0.0,1-10,East North Central,3.0,1.0
500,Free-Trial,No,No,10,4,1,17,0,2.9,50-100,East North Central,1.0,1.0
2048,Active,Active,No,10,3,0,17,1,0.0,50-100,New England,7.0,0.0
500,Active,Active,Active,7,2,0,13,0,0.0,10-50,South Atlantic,2.0,1.0
2048,Free-Trial,Active,No,10,4,0,18,1,0.0,10-50,South Atlantic,3.0,0.0
1024,Free-Trial,Free-Trial,No,9,1,0,14,0,9.2,1-10,West South Central,3.0,0.0
1024,Free-Trial,Free-Trial,Active,9,3,0,15,0,0.0,50-100,West South Central,5.0,1.0
200,Free-Trial,Active,Free-Trial,10,6,0,19,0,5.9,1-10,Pacific,4.0,0.0
1024,Free-Trial,Active,Free-Trial,9,2,2,11,0,0.0,50-100,West South Central,3.0,1.0
500,Free-Trial,Free-Trial,Active,9,4,0,19,0,37.4,50-100,Mountain,2.0,1.0
2048,Free-Trial,Active,Active,9,2,0,19,0,0.0,10-50,Pacific,5.0,0.0
200,Free-Trial,Free-Trial,Free-Trial,7,4,0,21,1,0.0,10-50,West South Central,2.0,0.0
1024,Active,Active,Free-Trial,9,5,1,20,1,0.0,1-10,Middle Atlantic,7.0,0.0
2048,Free-Trial,Active,No,10,5,1,18,0,0.0,50-100,West South Central,7.0,0.0
200,Free-Trial,No,Free-Trial,8,3,0,18,0,0.0,100-250,East North Central,1.0,1.0
500,Free-Trial,Active,Free-Trial,9,3,0,14,0,0.0,10-50,New England,7.0,0.0
1024,Active,Free-Trial,Active,9,3,1,18,0,0.0,1-10,East South Central,7.0,0.0
1024,Active,No,Active,8,3,0,13,0,5.1,50-100,Middle Atlantic,2.0,1.0
1024,Free-Trial,Active,Active,10,2,0,16,0,20.0,50-100,East South Central,4.0,0.0
500,Free-Trial,Active,Active,9,6,1,13,1,21.2,1-10,West North Central,3.0,1.0
500,Free-Trial,Active,Free-Trial,9,3,0,14,0,0.0,50-100,New England,5.0,0.0
500,Free-Trial,Active,Active,9,2,0,14,0,0.0,100-250,East North Central,11.0,0.0
500,Free-Trial,Free-Trial,Free-Trial,8,4,1,13,2,0.0,10-50,South Atlantic,2.0,0.0
500,Free-Trial,No,Active,10,5,0,23,1,7.4,50-100,Mountain,3.0,1.0
1024,No,Active,No,7,3,0,14,1,12.2,1-10,South Atlantic,2.0,1.0
2048,Free-Trial,Free-Trial,Free-Trial,10,2,0,15,1,0.0,self-employed,Middle Atlantic,7.0,0.0
1024,Free-Trial,Active,Free-Trial,9,2,1,16,0,0.0,1-10,Pacific,5.0,1.0
1024,Free-Trial,Free-Trial,Active,8,3,1,20,2,0.0,50-100,East South Central,1.0,1.0
1024,Free-Trial,Free-Trial,Active,8,4,1,26,2,16.6,50-100,New England,3.0,1.0
1024,Free-Trial,Active,Active,9,3,1,16,0,0.0,50-100,Middle Atlantic,5.0,0.0
5120,Active,Free-Trial,No,10,4,0,15,1,0.0,self-employed,Pacific,7.0,0.0
500,Free-Trial,Free-Trial,Free-Trial,10,3,1,19,2,0.0,1-10,Pacific,4.0,0.0
1024,Free-Trial,Free-Trial,No,8,7,1,19,0,0.0,10-50,South Atlantic,2.0,1.0
2048,Active,No,Active,9,2,1,13,0,0.0,1-10,South Atlantic,1.0,1.0
5120,Free-Trial,Free-Trial,No,10,4,0,18,0,15.3,10-50,Middle Atlantic,3.0,0.0
2048,Active,Free-Trial,No,7,3,1,19,0,0.0,100-250,South Atlantic,4.0,1.0
500,Free-Trial,Free-Trial,Active,10,5,0,17,0,16.5,50-100,East South Central,4.0,1.0
1024,Free-Trial,No,Free-Trial,9,5,0,19,0,0.0,1-10,Mountain,2.0,1.0
1024,Active,No,Free-Trial,10,2,0,17,0,0.0,100-250,South Atlantic,4.0,1.0
